	collagen	speed	straight	angles	arrest	type
142	loose	20.5212595303992	0.777870202099072	0.473803308840731	0	target
143	loose	7.89816888204711	0.612208813526714	1.05733472618025	0.258620689655172	target
144	loose	11.3965640165367	0.200340840629343	0.90855384707773	0.158333333333333	target
145	loose	7.20435893957358	0.419944682147615	1.1214271031397	0.175	target
146	loose	12.0946405178001	0.448992649139702	0.86381061568599	0.018518518518519	target
147	loose	2.24820064717565	0.171289289332441	1.73860250537545	0.518518518518518	target
148	loose	12.7298922504332	0.282389509081618	0.832153338412991	0.083333333333333	target
149	loose	8.48494024490792	0.340895685303419	0.546810716414542	0.058333333333333	target
150	loose	10.3777104960517	0.175488001473557	1.32461952521231	0.056179775280899	target
151	loose	4.72338720409428	0.321981091957673	1.38780432854576	0.54	target
152	loose	11.3098387308181	0.247796859600129	0.578021158479743	0.129411764705882	target
153	loose	13.1804564489975	0.445335204489144	0.982771221088178	0.158333333333333	target
154	loose	16.4454176119942	0.306980151569384	0.71582948469688	0	target
155	loose	7.32290961190313	0.734159170006044	1.81170873138819	0	target
156	loose	12.6441182802574	0.936258497426386	0.872264574929743	0	target
