parameterId	parameterName	parameterScale	lowerBound	upperBound	par_map	estimate	objectivePriorType	objectivePriorParameters
k_div_max	k_div_max	lin	-3	-1	./Global/Constant[@symbol="k_div_max"]	1	parameterScaleUniform
L_init	L_init	log10	1	3	./Global/Constant[@symbol="L_init"]	1	parameter_value_discrete	np.arange(60);[1/60]*60
q_init	q_init	log10	0	1.2	./Global/Constant[@symbol="q_init"]	1	parameterScaleUniform
L_div	L_div	log10	-5	0	./Global/Constant[@symbol="L_div"]	1	parameter_value_discrete	np.arange(60);[1/60]*60
ke_pro	ke_pro	log10	-5	0	./Global/Constant[@symbol="ke_pro"]	1	parameterScaleUniform
ke_deg	ke_deg	log10	-5	0	./Global/Constant[@symbol="ke_deg"]	1	parameterScaleUniform
e_div	e_div	log10	-5	0	./Global/Constant[@symbol="e_div"]	1	parameterScaleUniform
